name,description,email,web-site,fax,phone,phone2,schedules,verification
NUVOLTEK,"En tant qu'agence, obtenir la meilleure performance pour nos clients est notre priorité absolue. Chaque entreprise est unique, nous travaillons avec de nombreuses entreprises différentes, du e-commerce au B2B au Startup, en passant par les organisations à but non lucratif. Nous adaptons nos actions et stratégies marketing en fonction des besoins et objectifs de chaque entreprise.
Nos services:
- Création et refonte de site web entreprise & E-commerce 
- Achat média et Publicité sur les réseaux sociaux
- Marketing de contenu - Multilingues
-  Génération de Lead B2B et B2C
-  Marketing des réseaux sociaux et community management
-  Support client pour e-commerce
Nous répondons à vos besoins uniques avec notre profonde compréhension du Digital Marketing.",hello@nuvoltek.com,https://nuvoltek.com/,(+212) 7 62 05 19 33,,(+212) 7 62 05 19 33,Lundi au Vendredi  / 09:00 -18:00,Vérifié
Aquadetox Maroc,"Aquadetox Maroc est le représentant d’Aquadetox International, leader Allemand et mondial du recyclage et traitement biologique des eaux usées. Grâce à sa technologie unique et révolutionnaire, inspirée de la nature, Aquadetox International a pu aboutir à des résultats incomparables. C’est pour cela que des firmes tels que BMW, MERCEDES, YARA, SIEMENS, McDonalds, et plus de 3000 autres références notoires dans le monde ont adopté leurs solutions.",z.begdouri@aquadetox-maroc.ma,http://aquadetox-maroc.ma,+2120663462546,,+2120663462546,8h -16h,Vérifié
BEIN-SMART,,beinsmart@outlook.com,,0528209332,,0661337394,"lundi a vendredi 08:30 a 17:00, samedi 08:30 a 12:30",
Dr Sefiani Moad,,fadwayag@gmail.com,,0661391537,,,8h à 15h,Vérifié
CheapAuto Rental,"Agence de location de voiture à Fes installée au plein centre ville de Fès. CheapAuto Rental agence de location voitures a fes se spécialise dans la location des véhicules pour courte et longue durée.

Location voiture a aeroport Fes à usage personnel, professionnel et touristique, avec un parc automobile récent.

Louer voiture à Fes Cheap Auto Rental s’adapte à tous vos types de besoins : randonnée, vacances, voyages d’affaires, week-ends…
Grâce à une expérience de longue date et un travail de partenariat avec les grands loueurs, Cheap Auto Rental est en mesure de satisfaire tous les clients.

Nous vous garantissons à votre départ et votre arrivée, un déplacement depuis et vers l’aéroport Fès-Saiss GRATUITEMENT ! CHEAP AUTO RENTAL, la référence dans la Location de voitures à Fes!",annuaire@cheapauto-rental.com,http://www.cheapauto-rental.com/,+212659011783,,+212659011783,,Vérifié
Société de Nettoyage Casablanca Maroc,"Société de nettoyage Casablanca :entreprise de nettoyage et de ménage, nettoyage industriel, et travaux divers partout au Maroc.
Société de nettoyage à Casablanca et partout au Maroc, notre société est spécialisée dans le nettoyage,services facilités et travaux divers. Notre entreprise à un vrai savoir-faire dans le secteur du nettoyage à Casablanca pour cela

nous vous offrons des services de qualité et des prix attractifs, par un nombre de sites partout au Maroc,

Notre société de nettoyage à Casablanca vous propose un contrat de nettoyage annuel et d’intervention aux besoins, comme le nettoyage des vitres, parquet, moquette, et nettoyage de fin chantier à Casablanca.Nous intervenons chez tous les particuliers et aussi les professionnels désireux d’offrir à leurs employés, mais aussi à leurs propres clients, un espace propre et sain, dans lequel il fait bon travailler.

Nos experts en matière de nettoyage Casablanca sont à votre écoute et se déplacent rapidement pour analyser vos besoins dans ce domaine. Ils établissent ainsi un devis précis mentionnant les tâches à effectuer dans vos locaux et la fréquence à laquelle elles doivent être

accomplies (tous les jours, une fois par semaine, une fois par mois, une fois tous les trois mois…). Notre Société de Nettoyage Casablanca et partout au Maroc vous propose des services

de nettoyage et le meilleur rapport qualité prix.",ayaabitbol749@gmail.com,https://nettoyagecasablanca-maroc.com/,0642401292,,,8h à 18h,Vérifié
UPower   sarl,"UPOWER :  est une entreprise diversifiée offrant des innovations scientifiques et technologiques, des applications énergétiques, engagée dans l'amélioration du cadre de vie et la coopération grâce à des Technologies permettant d'économiser de l'énergie, à un éclairage efficace et à des solutions d'énergie verte. Grâce à notre Partenariat accordé avec  Leader & Expert dans le domaine de l'éclairage à LED & la Puissance solaires , UPOWER  insiste sur l'intégration de la Technologie de pointe et du design professionnel dans chaque solution et sur la combinaison du meilleur service avec des produits de la plus haute qualité, visant à la satisfaction de chaque client..
      Nos Partenaire possèdent des usines professionnelle, introduisant des équipements de production avancés, des lignes de production spécialisée, des équipes de R & D talentueuse et adoptant une Technologie de pointe dans le monde entier, par le biais de normes internationales et d'un contrôle qualité strict, afin de garantir des produits de performances stables et de haute qualité. . Fournit une large gamme de produits, comprenant des lampes solaires, un système d'alimentation solaire , chauffe-eaux Solaires et toutes sortes de lampes à LED",Tekleds@gmail.com,,0539393318,,0645553283,09h-13H and 15H-19H,Vérifié
SARL,"Leader dans le domaine du recrutement et du placement c'est nous ""KEKENDOSERVICES"". Donc faite nous confiance pour l'entretien et la prise en charge totale de vos foyers, de vos structures , de vos restaurants ainsi de vos hôtels par un personnel de confiance et qualifiés. Nous sommes au quartier de beau séjour vers le rond-point oulmes à l'adresse suivante: Etage 3,56 RUE CADI BAKKAR BD GHANDI-CASABLANCA.
GSM 0612897574 / 0633548057.",kekendoservices@gmail.com,https://kekendoservices.com,0612897574,,0633548057,8H-18H,Vérifié
SODIMA sarl,"Bonjour; nous sommes la societe SODIMA sarl intervenant dans les domaines de vente, pose, installation, maintenance et configuration du materiel informatique, camera videosurveillance, standard telephonique IP, controle d'acces et pointage.
Nous restons disponibles pour vous rencontrer et etudier les possibilités de partenariat eventuelle au vu de la forte synergie entre nos activités respectives
Veullez agréer, madame, monsieur, l'assurance de mes sentiments respectueux. 
Cordialement.",sodima2010@gmail.com,,0663238975,,0601111037,,
My windows,"Le n°1 au Maroc de menuiserie aluminium qui occupe une place prestigieuse sur le marché et compte de nombreuses références dans le domaine de l'aluminium.

Nous sommes une société pour mission de promouvoir l’utilisation de l’aluminium dans les produits de l’enveloppe du bâtiment (fenêtres, façades, cloisons, vérandas, verrières, portes, garde-corps, volets, etc...)

Notre équipe est composée de commerciaux, de techniciens et d’ouvriers motivés par le travail bien fait en menuiserie aluminium.

Nos techniciens sont des techniciens de haut niveau maîtrisant parfaitement l’art de la menuiserie en aluminium au Maroc. Faites-nous confiance pour la réalisations de votre projet.",niassthierno24@gmail.com,http://www.menuiseriealuminiummaroc.com/,0522903034,,,Lundi au Samedi 8h à 18h,Vérifié
Fondation ARDI Association À But Non Lucratif,,ardi@fondationardi.ma,http://www.fondationardi.ma,+212537267239,+212537644436,+212661069974,8H00 À 16H30,Vérifié
Société de Nettoyage casablanca Maroc,,ayaabitbol749@gmail.com,http://nettoyagecasablanca-maroc.com,0642401292,,,8h à 18h,Vérifié
NEUTRE SERVICE,"NEUTRE SERVICE est l’une des meilleures Société de Nettoyage  à Casablanca  et partout au Maroc, spécialiste et reconnu dans le domaine de nettoyage professionnel et désinfection.
 NEUTRE SERVICE  sur Casablanca attache une grande importance à l’image de vos locaux et un vrai savoir-faire dans le secteur de nettoyage à Casablanca pour cela nous vous offrons des services de qualité et des prix attractifs, par un nombre de sites partout au Maroc.
NEUTRE SERVICE est spécialisée dans le nettoyage et l’entretien d’immeubles industriels, Pour exécuter tous les travaux de nettoyage (femme ménage, nettoyage vitres, nettoyage moquettes, parquet, bureau, fin de chantier, villa, appartement, résidences, immeubles ,hôtels, centres d’appel…) nous possédons un large parc matériel aux normes de sécurité qui contribuent à des prestations de qualité, exécutées par des agents de nettoyage formés aux nouvelles méthodologies, ainsi qu’aux règles d’hygiène et de sécurité, des locaux commerciaux et le nettoyage des bureaux.
NOS PRINCIPE SERVICES :
-SERVICES DE NETTOYAGE
-RÉNOVATION ET CRISTALLISATION DES SOLS EN MARBRE ET MOSAÏQUE 
-GARDIENNAGE ET SURVEILLANCE
-FOURNITURES COMMERCIAL ET INDUSTRIEL
-PRODUITS DE NETTOYAGE
-TRAVAUX DE REVÊTEMENT DE SOL ET MUR
-DÉRATISATION ET DÉSINSECTISATION  ET DÉSINFECTION DES SITES 
-GESTION IMMOBILIÈRE 

NEUTRE SERVICE c’est la société qui  met son expertise et ses compétences au service de tous vos projets depuis le renouvellement et le développement de l'immobilier et transforme votre maison et améliore votre espace de vie afin de créer un environnement sûr et confortable.
NEUTRE SERVICE  Respecte des délais de travail et nos coûts sont bien étudiés  et justifiants la qualité de  nos services.",neutreservice@gmail.com,http://www.neutreservice.com,+212522976038,+212522976038,+212684574587,du : 09:00  a 17:00,Vérifié
AMANDUS,"AMANDUS est une entreprise dynamique, spécialisée dans la sécurité et protection incendie, l’extinction, RIA et aussi la vidéosurveillance.

AMANDUS œuvre dans l’étude, la conception, la réalisation. Et aussi la Maintenance des installations de sécurité et protection incendie et de vidéosurveillance.

Nous mettons à votre disposition notre savoir faire dans ce domaine qui touche le tertiaire et l’industrielle. A savoir : Les études, la conception, la réalisation et la maintenance.

Nous nous somme assignés comme objectif de satisfaire nos clients à travers la qualité de nos prestations. En plus, on vous rassure par le dévouement à notre métier.

Notre patrimoine professionnel se résume dans les diverses réalisations, qui ont consolidé notre expérience et qui ont fait une liaison solide avec nos partenaires. C’est ce qui constituent notre force et notre réputation.",contact.amandus@gmail.com,https://amandus.ma/,0522355852,,,08H30 : 18:00,
opticki,,opticki@gmail.com,,0666663707,,0666663707,09h00/20h00,Vérifié
Afoulki design,"Nous utilisons les dernières technologies du web, les meilleures solutions innovatrices et créatives : Sites autogérés, sites catalogues, sites vitrines, sites E-commerces et bien sûr des présentations corporatives des plus professionnelles.

Notre objectif est de réaliser des sites en lignes riches en communication, capables de conquérir et de maintenir l’intérêt d’une cible diversifiée.",info@afoulki.com,http://www.afoulki.com,0528225500,,0663 13 20 21,Du lundi au vendredi de 08H:30 à 18H:30 et samedi de 08H:30 à 12H:30,Vérifié
Excursion Maroc,,excursionmaroc.kech@gmail.com,http://www.excursionmaroc.ma/,00 212 5 24 42 13 57,00 212 5 24 42 13 57,,,Vérifié
Heberdomaine.com,"Heberdomaine.com Sarl est un prestataire de services web présent sur le marché depuis 2004.
C'est un véritable outil de croissance pour votre entreprise qui vous permet de communiquer avec vos consommateurs ou fournisseurs.
Un site web vous permet également de faciliter l'amélioration de la fiabilité de votre entreprise et vos permettera d'augmenter votre chiffre d'affaires ...
En matière du codage des pages web, nous respectons les normes du W3C de sorte à approvisionner et à améliorer l'accessibilité de votre site web sur différents navigateurs web (FireFox, Internet Explorer, Google Chrome, Opera, Safari, ...) et sous différents systèmes d'exploitation (Windows, Linux, Mac OS...).",commercial@heberdomaine.com,http://www.hebedomaine.com,0528225500,,0663 13 20 21,Du lundi au vendredi de 08H:30 à 18H:30 et samedi de 08H:30 à 12H:30,Vérifié
JA INTERNATIONAL,"Riche de son expérience de plus de 10 ans dans l’offshoring et après l’ouverture de AMA Développement et JA international MARRAKECH, le groupe BEIN CALL a choisi d’ouvrir son 1er call JA INTERNATIONAL Agadir sur le chef-lieu de la région SOUSS-MASSA, de promouvoir l’emploi et relever ainsi de nouveaux challenges dans la région.

Présente à Agadir depuis Novembre 2018, JA INTERNATIONAL Agadir, est une plateforme de relation client exclusivement dédiée aux opérations de prise de RDV. Nous comptons à ce jour 3 sites sur les boulevards les plus en vogue d’Agadir.

La vivante culture d’entreprise de JA INTERNATIONAL AGADIR s’appuie sur un ensemble de valeurs et surtout sur son ADN humain. Nous comptons à ce jour plus de 200 collaborateurs dont le bonheur de chacun d’eux, est tout simplement d’avoir l’assurance de grandir professionnellement.

Faire partie de JA INTERNATINAL Agadir est :
- évoluer dans un environnement professionnel et communicatif.
- faire partie d’ne équipe gagnante et conviviale.
- bénéficier d’une solide formation initiale avec en programme les tenants et aboutissants de la mission de prise de RDV, complétée par un coaching de proximité.

- S’assurer un plan de carrière réussi et une évolution en interne.",semedepe@gmail.com,,+212528826720,,,09:00-19:00,Vérifié
